,Unnamed: 0,lyrics
26,BMK - 꽃피는 봄이 오면,"꽃피는 꽃피는 이오면

니가 니가 그 떠난
내 내은 눈물 수 수 없나 봐
얼어붙고 얼어붙고
다시 다시 눈물 흐른에
널 널 내 잃은에
세상이 세상이
날 날 선이이 날 할 퀴어도어도
뿌리 뿌리 사랑 깊은
이젠 이젠 낼 떼어 없나 봐 봐
처음 처음 넌부터 몸과과
한 한이었던 몸처럼
그 그 사랑 어떤 꿈 꿈도 못꾸고
이내 이내 그리고 널 원하고하고
난 난 이름 니 부르짖는데
다시 다시
네 네 내가으로 올까 올까
믿을 믿을 없는데
믿어 믿어 우린 주면 사랑 한 한
지난 지난처럼 날하게 될까 될까
그 그의 때과 똑같을까 똑같을까
계절 계절 돌고처럼
다시 다시 피는 꽃이 오면 오면
기다리는 기다리는
사랑 사랑 할 말곤 없나 봐 봐
그 그 고단한지
가늠도 가늠도 나
왜 왜 보내느냐 못
오 오 우냐 왜
자꾸 자꾸 꾸짖고 날 탓하고하고
또 또 난 그래도를 못잊어 못잊어
다시 다시
네 네 내가으로 올까 올까
믿을 믿을 없는데
믿어 믿어 우린 주면 사랑 한 한
지난 지난처럼 날하게 될까 될까
그 그의 때과 똑같을까 똑같을까
계절 계절 돌고처럼
다시 다시 피는 꽃이 오면 오면
참 참 삶 모질었던
늘 늘했던 황폐이지만
그래도 그래도있어 너
널 널도 이렇게
견딜 견딜없는 수가
나 나 때 그 그 나 그 날의의
내 내이 모습
시간 시간 속아
다른 다른 허락 누굴
다른 다른가 누군
기대 기대 묻고 서로 고해도해도
날 날 해 기억 한 한 순간이지만
우리 우리 사랑가 걸
너 너 나눈와은 참 참
삶 삶 짧지만
내 내 속 추억 사는 사는 사랑은
영원 영원
꼭 꼭 같아 찰나했던
그 그은"
27,언니네 이발관 - 가장 보통의 존재,"-의의 보통 존재 -

관심 관심 애처로을 떠나 보내고 보내고
내 내 온가가 에선 연락이 온지 온지
너무 너무 되었지
아무도 아무도 않고
어떤 어떤도 일
않을 않을을 것
살아온 살아온가 내 속삭 였지 였지
나 나 모르게
이런 이런 큰일 이런
너 너 마음를 둔게
당신 당신 애처로을 떠나 보내고 보내고
그대의 그대의 에선 별이 온지 온지
너무 너무 되었지
너 너 내는는 흘린만큼의 눈물 눈물
나 나 니가는만큼만큼의 웃음
무슨 무슨 하긴
다 다 따라 길 마련이지만이지만
그래도 그래도 손 먼저 주길
나 나 바랬지
나에겐 나에겐 너무나 넌 길
너 너 난에게 빛
이이에서 곳 연락도
없는없는을 곳 보았지
이런 이런 큰일 이런
너 너 마음를 둔게
평범한 평범한으로 신분 보내져
보통 보통 존재의 살아온지도지도
이젠 이젠 되었지
그동안 그동안 다니며
만난 만난 사람들
다가 다가 내와
손 손 주었지
나 나 모른채
나 나 넌에게 별빛
너 너 난에게 길
이곳 이곳 우린에서
않을 않을을 것 했었지
이런 이런 큰일 이런
너 너 마음를 둔게
이런 이런 큰일 이런
나 나 너를 준게
나 나 넌에게 먼 길 길
너 너 난에게 빛
언제 언제 너 였나
영원히 영원히 속 꿈 떠나 버렸지 버렸지
나 나 보통는 존재
어디 어디 흔하지
당신 당신 기억의에
남겨질 남겨질 없었지
가장 가장의 보통
별로별로 없지
나 나 부르는를
들려 들려 않았지"
28,"자우림 - 스물다섯, 스물하나","바람 바람 날려에에이지는 계절 엔 엔
아직도 아직도 아직도의 너을 잡은 잡은 듯 그런 듯 해 해
그때 그때 아직는이이 아름다운 걸
지금 지금 사무치게처럼 못 했어 했어
우 우의 너 너가 바람에 실려 오네 오네
우 우 할 영원 알았던
스물 스물 스물 다섯
그 그의 날 날는 퍽 다정 했었지 했었지
아직도 아직도 아직도의 나에 잡힐 잡힐 듯 그런 듯 해 해
부서지는 부서지는 속 햇살 햇살 너와 내가있어있어
가슴 가슴 행복 시리도록 꿈 꿈을 꾸었지
우 우의 그날 그날가 바람에 실려 오네 오네
우 우 할 영원 알았던
지난날 지난날 너의 나
너 너 목소리의의 너의 눈동자도도
애틋 애틋 너하던 체온 체온 마저도
기억 기억 내면 해 멀어져 가는데 가는데
흩어지는 흩어지는 붙잡을 널 없어
바람 바람 날려에에이지는 계절 엔 엔
아직도 아직도 아직도의 너을 잡은 잡은 듯 그런 듯 해 해
그때 그때 아직는가가 아름다운 걸
지금 지금 사무치게처럼 못 했어 했어
우 우의 너 너가 바람에 실려 오네 오네
우 우 할 영원 알았던
스물 스물 스물 다섯
우 우의 그날 그날가 바람에 실려 오네 오네
우 우 할 영원 알았던
지난날 지난날 너의 나
우
우
우 우 할 영원 알았던
스물 스물 스물 다섯
스물 스물 스물 다섯"
29,가을방학 - 가끔 미치도록 네가 안고 싶어 질때가 있어,"만약 만약 두이라는
오늘 오늘 맘 내 무너 뜨렸어 뜨렸어
어쩜 어쩜
웃으며 웃으며 만날 다시있어
그렇지 그렇지
음악 음악 듣고을을 읽고 읽고
영화 영화보고를을 만나고 만나고
우습 우습
예전 예전 미처 엔 못했던
생각도 생각도하게 많이
넌 넌 아프게 날 사람 사람이 아냐
수 수 많은없이 속을을
반짝 반짝있어이고 고마웠어
아무도 아무도 할 이해없는없는 얘기 겠지만
그렇지만 그렇지만 미치도록 가끔가
안고 안고 때 싶어질있어
너 너 사람 같은 너 너 밖에 없었어
마음 마음 곳 둘 둘없는이 세상 속에에

넌 넌 아프게 날 사람 사람이 아냐
수 수 많은없이 속을을
반짝 반짝있어이고 고마웠어
아무도 아무도 할 이해없는없는 얘기 겠지만
그렇지만 그렇지만 미치도록 가끔가
안고 안고 때 싶어질있어
너 너 사람 같은 너 너 밖에 없었어
마음 마음 곳 둘 둘없는이 세상 속에에"
30,다이나믹 듀오 - 북향(feat.오혁),"내 내 창문 방 방 북쪽을 향해있어있어
하루 하루 해 종일 들지 않어 않어
삭막함 삭막함 화분에 키워도
순식간 순식간 시들시들에
내 내처럼 방 방도 변해 가고있어있어
좁고 좁고 작고 어둡게
이이 편한 어둠이 몰라
상처 상처 잘가 않으니까
네 네 필요가 고 고 말하면
과연 과연가 네
북향인 북향인 방
북향인 북향인 방
내 내을 손
어디 어디 나가자고든지 줄까
북향인 북향인 방 내
늘 늘 해 피곤 외로워 밤은 밤은
내 내 감은 지금도 지금도 눈에 단잠은 가뭄 가뭄
이이 방 어두운 흐르는 흐르는 시간은
지독히 지독히 가는데
거울 거울에 속는
비추지 비추지의 세월 어제 어제와 다름
두 두 감금 다리는 듯
좁은 좁은 만 방구석
계속 계속 내 맴돌지만 미친 듯 듯
맨 아래로
지금 지금
너 너 네는는보고 싶어 나는는
네 네보고가
나 나 네는는보고 싶어 나는는
네게 네게 싶어
나 나 보러를로로 와줄까를
네 네은 얼굴
내 내 비 맘은 하늘
해 해 드는 안 방은
낙엽 낙엽는 흩날리
네 네에서 앞하고 싶은데 싶은데
그게 그게 헛헛 아니라
부드럽게 부드럽게 다가가고 네게지만
더럽게 더럽게 해
온종일 온종일 전화 침묵인
확인 확인 때 할 섭섭 해 해
한 한 서럽게 번씩 버럭 해 해
그렇게 그렇게 달 오늘도 덧없게
네 네 필요가 고 고 말하면
과연 과연가 네
북향인 북향인 방
북향인 북향인 방
내 내을 손
어디 어디 나가자고든지 줄까
북향인 북향인 방 내
혼자인 혼자인 어쩌면 게한데
나 나 그 또한 또한도 찾지 않았기에에
여긴 여긴 밖 어둡고 어둡고 더 화창 해 보여 보여
난 난 해지고 창백 창백 말 짱 해 보여 보여
해 해왔다가 모르는 방 방
마음 마음 암막은 막막한 밤 밤
네모난 네모난 네모난 창과
밝기 밝기한데
나 나 네모난의은 어두워 어두워
네 네 필요가 고 고 말하면
과연 과연가 네
북향인 북향인 방
북향인 북향인 방
내 내을 손
어디 어디 나가자고든지 줄까
북향인 북향인 방 내
내 손을 잡아라
내 손을 잡아라
내 손을 잡아라
내 손을 잡아라"
31,colde - 벽,"난 난 세상 넓은에에 떨어진 새
우리 우리 모두는는는 법을 모른척 해 해
이건 이건 아닌 세상 새장 같아 같아
난 난 않고서 숨기지 숨기지에 낙서를 해 해
나 나 꿈들은의 높은 높은 곳까지
올라가야 올라가야해서 만 나 나를 밀어
내 내 바랬던가 이룰 이룰 때까지
멈출 멈출 없다는 수 수 난 알고 있기에에
숨 숨 참고서
나 나 날개는 펴
내 내에 앞 벽을을
전부 전부
침묵이 침묵이을
덮는 덮는이 밤 뒤
하나 하나 모여서
우린 우린 했네
삶 삶 우리이 던진 던진 질문들과
그 그을 답 답 위해 쌓아 올린 걸 봐 봐
나 나 목소리
나 나 노랜의
나 나 노랜의
너 너 마음의
닫히지 닫히지
기도기도이
무너지지 무너지지 벽 않는 없을 테니 테니
흩날리 흩날리 꽃잎는 떨어지겠지
우리 우리 젊음은의 수 수없는 길
허나 허나까지 방금 방금가 걸어 왔던 길 길
그렇게 그렇게 이렇듯 삶은
무너지는 무너지는이지
그래 그래의 나
나 나 노랜의
나 나 노랜의
절대 절대 않는 무너지지은
사랑 사랑 힘
그래 그래
숨 숨 참고서
나 나 날개는 펴
내 내에 앞 벽을을
전부 전부
저 저 곳 높은 올라가고 싶어 싶어
가까워지는 가까워지는은 태양 나 나를 비춰
여기 여기 상처들 아픈 아픈두고 나를 잊어 잊어
여기 여기 기억들 아픈 아픈두고 나를 지워 지워"
32,윤지영 - 언젠가 너와 나(feat.카더가든),"언젠가 언젠가와 너 중에에
누굴 누굴해야 선택
나 나 너는 고르고 고르고 멀리 떠날래
그런 그런를 나 해 줄까 줄까
딱히 딱히가는 도망 아닌데
그냥 그냥 나라 그런 기억 기억해도 돼
사랑 사랑 건했던 못 보겠지만 보겠지만
차라리 차라리 더이게을을 거 야
내 내 내을 마음 다 말 말 해 줄 줄 순 없나 봐 봐
오래 오래 될 기억 남겨 줄게 줄게
언젠가 언젠가와 너 중에에
누가 누가서야 멈춰
나 나 잡은는을을 놓고선 숨을래
그런 그런가 내 일까
미안 미안 맘 한 없진 않은데 않은데
그냥 그냥 나라 그런 기억 기억해도 돼
사랑 사랑 건했던 못 보겠지만 보겠지만
차라리 차라리 더이게을을 거 야
내 내 내을 마음 다 말 말 해 줄 줄 순 없나 봐 봐
오래 오래 될 기억 남겨 줄게 줄게
사랑 사랑 건했던 못 보겠지만 보겠지만
차라리 차라리 더이게을을 거 야
내 내 내을 마음 다 말 말 해 줄 줄 순 없나 봐 봐
오래 오래 될 기억 남겨 줄게 줄게"
33,김사월 - 로맨스,"내 내 받으러 마음
난 난은 운전 운전 네가 가지러와와
엄청 엄청 아무 많으니까 나 찾아와 찾아와
사랑 사랑 먼저
넌 넌를 나하라 했잖아 했잖아
너 너 그도 못하잖아
우리 우리 돕고를
사랑 사랑 먼저
넌 넌를 나하라 했잖아 했잖아
너 너 그도 못하잖아
우리 우리 돕고를
왜 왜 나 넌 사랑 사랑하지 못해
우리 우리해야 사랑
네 네 기쁠가
어떻게 어떻게 너 든 든 행복하게 할 거 야 야
사랑 사랑 먼저
넌 넌를 나하라 했잖아 했잖아
너 너 그도 못하잖아
우리 우리 돕고를
사랑 사랑 먼저
넌 넌를 나하라 했잖아 했잖아
너 너 그도 못하잖아
우리 우리 돕고를
사랑 사랑 먼저
넌 넌를 나하라 했잖아 했잖아
너 너 그도 못하잖아
우리 우리 돕고를
사랑 사랑 먼저
넌 넌를 나하라 했잖아 했잖아
너 너 그도 못하잖아
우리 우리 돕고를"
34,Verandah Project - 기필코,"왜이렇게 왜이렇게 하루종일
책상앞 책상앞 앉아에 싸메고 울어도 울어도
왜이럴까 왜이럴까 뻔 모두 얘기
어디 어디 한번
들어본 들어본 같은 것
나 나 해 초조 겁이나이나
이제 이제 바닥는 나버린걸까
딱 딱 만 한살
좀더 좀더 것 쉬울 같아
이대로 이대로 멈출 그냥 없잖아
절대로 절대로 나 아무렇게 안 돼 돼
그럴 그럴 없어
제대로 제대로가 내에에 들때까지
기필코 기필코는 나 말테야

왜이렇게 왜이렇게 일 하고픈 많아
벌써 벌써 시간째
엄한 엄한 생각 잡인지
무얼 무얼 어딜 할까
절로 절로이나
누가 누가 대신 나 해줬으면줬으면
참 참 해 막막 답답 해 해
왜 왜는 나과과가 아닌걸까
딱 딱 만 하루 있음
좀 좀 잘 더 것 것 만 같아
그래도 그래도가 내 잘 잘하는 일
그토록 그토록가 내 나 나의 꿈
내 내의 삶
이대로 이대로 수는 도망칠
기필코 기필코는 나 말테야
가자 가자 끝 가자 향해
이대로 이대로 멈출 그냥 없잖아
절대로 절대로 나 아무렇게 안 돼 돼
그럴 그럴 없어
제대로 제대로가 내에에 들때까지
내일 내일 내의 부끄럽지 않게 않게
그래도 그래도가 내 잘 잘하는 일
그토록 그토록가 내 나 나의 꿈
내 내의 삶
이대로 이대로 할 후회 없잖아
기필코 기필코는 나 말테야
누가 누가 래도
뭐 뭐 내 래도 래도 선택 한 나의 길 길
그토록 그토록가 내 나 나의 꿈
내 내의 삶
이대로 이대로 수는 물러"
35,딕펑스 - 바래져,"한장 한장 책 두장씩 넘기다 무심코 무심코
머문 머문 페이지 그 니가 남겨둔 남겨둔
짧은 짧은가 편지있어
날 날 해
사랑 사랑 고한다 고 빼곡히 빼곡히
적힌 적힌 한 그 그 엔 아직도 너의의
향기 향기 나가 거기 머물러서 머물러서
널 널 날들 기다리던 빛이이
비추고 비추고 놓지 널 아직
잡고 잡고 기억들 있던
바래져 바래져
추억 추억 항상은 곳 곳에 머물러
못 못 살던 본척를를 괴롭히고 잊은척
살던 살던 힘들게 날 아직도
거기 거기
널 널 날들 기다리던 빛이이
비추고 비추고 놓지 널 아직
잡고 잡고 기억 있던
바래져 바래져
바래져 바래져
바래져
추억 추억 항상은에 머물러 머물러"
36,AKMU - 시간과 낙엽,"맨발 맨발 기억로 거닐 다 다
떨어지는 떨어지는에
그간 그간 못한 잊지을 보낸다 보낸다
맨발 맨발 기억로 거닐 다 다
붉게 붉게 하늘 물든
그간 그간 못한 함께을 올린다 올린다
시간 시간 물은 흘러 가고 가고
난 난이란 추억을 놓아 놓아
미처 미처 못한 잡지이있어있어
오늘도 오늘도 너머 수평선 보는 이유 이유
맨발 맨발 기억로 거닐 다 다
날 날 단풍 애싸는
모든 모든내어 걸
살포시 살포시 본다
맨발 맨발 기억로 거닐 다 다
다 다 가을 익은에
허기진 허기진을 맘
곤히 곤히이 잠
가슴 가슴 꽃의 나무 시들어지고 시들어지고
깊게 깊게 꺼내지 묻혀 할 기억 기억
그 그에 곳 버린
그대로 그대로 아름다운가이
슬프 슬프 슬프 다
맨발 맨발 기억로 거닐 다 다
노란 노란 나무 은행
숨은 숨은의 나 나 추억을 불러 본다 본다
맨발 맨발 기억로 거닐 다 다
불어오는 불어오는에
가슴 가슴 감은으로으로을 꼭 안아 본다 본다"
37,아이유 - 소격동,"나 나와 그대 걷던
그 그 골목계단 좁은 홀로 홀로 걸어 요
그 그의 옛날 향기가가
내 내 스치죠
널 널 날 떠나는 난
등 등 처마 밑과과 참새 소리
예쁜 예쁜 마을이 살 살 거예요
소격동 소격동 기억하나을
지금도 지금도 있죠
아주 아주 밤 늦은 눈이 왔었죠 왔었죠
소복 소복 쌓이니이 맘도 설레었죠 설레었죠
나 나 나 그는 밤 단 단 한숨도 못 잤 죠 죠
잠들면 잠들면 돼 안
눈 눈 뜨면을
어느 어느 갑자기 날 많던 많던 냇물이
말라갔죠
내 내 마음도 어린 시냇물처럼처럼
그렇게 그렇게
너 너 모든의의 두 눈에 담고 있었죠 있었죠
소소 소소 하루가 한했던 날 날
그러던 그러던 날 어느 뒤집혔죠
다들 다들 잡아 꼭
잠깐 잠깐에 사이
잊고 잊고 않아 싶진
하지만하지만
사진 사진 장도 한 있지가 있지가 않 죠
그저 그저이면서 되뇌이면서
나 나 애 그저 쓸 쓸뿐 이죠
아주 아주 밤 늦은 눈이 왔었죠 왔었죠
소복 소복 쌓이니이 맘도 설레었죠 설레었죠
나 나 나 그는 밤 단 단 한숨도 못 잤 죠 죠
잠들면 잠들면 돼 안
눈 눈 뜨면을"
38,문문 - 애월,"사랑 사랑 말을
바다 바다 바라를 때
눈가 눈가 시려가
어른이 어른이 거래 된
겁 겁 참이 요
내 내 더가 봐
눈가 눈가 시리네가
어른이 어른이 봐 됐나
그 그에 시절는
너 너 빠져
주정 주정 같은
노랠 노랠 요
좋아했나 좋아했나 요
많이 많이 요
다시 다시해도
아찔한 아찔한 보니
내 내 것들 모든
부서져도
남은 남은 너 건
일 일예요
끝 끝 와야에
내 내 처음
짧았던 짧았던으로
널 널 해 기억
날 날 눈이
차가웠어도
온기 온기 말고
따뜻해 따뜻해 요
바람 바람 차다거나
태양이 태양이 때
코끝 코끝 찡해오면
어려 어려 요
별이 별이 많았어 참
구월 구월 작은에 엔
코끝 코끝 찡하네이
어려 어려 봐 졌나
우리들 우리들 밤은
우주가 우주가
대사 대사없는
영화 영화 요
그리운 그리운 봐가
많이 많이 요
낮과 낮과이 밤
괴로울 괴로울
내 내 것들 남은
없어져도
아련한 아련한를
지켜 지켜
눈 눈 담고에
내 내 처음
그때 그때 그대로
있을게 있을게
어색한 어색한과
표정 표정
자주 자주했던
목소리 목소리
그때 그때 그대로에 요
그때 그때 그대로에 요"
39,스텔라장 - 그대는 그대로,"그대가 그대가 세상이
그대 그대 지치게를
그대가 그대가 아닌
사람 사람를이기 하네
그대가 그대가 세상 속한
많은 많은이 사람들
많은 많은 가운데
나라 나라 한는이 있네 있네
세상 세상 어둠이의
그대가 그대가을 길 때
내 내 빛가되고 싶어 싶어
그대는 그대는
그냥 그냥 채로 그대인 돼
그대가 그대가 세상 속한
나라 나라 사람는 있네
그대가 그대가에
난 난 댈 그 미소 짓네 짓네
세상 세상 어둠이의
그대가 그대가을 길 때
내 내 빛가되고 싶어 싶어
그대는 그대는
그냥 그냥 채로 그대인 돼
그대는 그대는
그대는 그대는
세상 세상 어둠이의
그대가 그대가을 길 때
내 내 빛가되고 싶어 싶어
그대는 그대는
그냥 그냥 채로 그대인 돼"
40,좋아서하는밴드 - 1초 만에 만나는 방법,"별이 별이 빛나던 총총총에
새까 새까 하늘 만 단 단 둘이서 앉아
그 그 모두 별이 때까지까지
함께 함께 밤 지샌 참 그립구나 그립구나
고 고 들어서 갤 바라보면
총총 총총 별은 빛나던 어디 갔니 갔니
눈 눈 감고서을 바라보면
그 그 그 밤 앞 앞에 있구나
모두 모두대로 보이는 세상이지만이지만
때론 때론을 눈 알 알 수 있지
모두 모두 얼굴 똑같은에에 숨은 마음들
때론 때론을 눈 볼 볼 수있어
넌 넌 내 지금에 없지만 없지만
이이을 눈 눈 나의 품속에 있네 있네
난 난 네 지금에 없지만 없지만
이이을 눈 눈 너의 품속에 있네 있네
모두 모두대로 보이는 세상이지만이지만
때론 때론을 눈 알 알 수 있지
모두 모두 얼굴 똑같은에에 숨은 마음들
때론 때론을 눈 볼 볼 수있어
너 너 날와와 그 날의 밤공기 밤공기
감았다 감았다 여전히 떠봐도 그 그 자리에
날 날 날 보며
서 서 것있을 같아
넌 넌 내 지금에 없지만 없지만
이이을 눈 눈 나의 품속에 있네 있네
난 난 네 지금에 없지만 없지만
이이을 눈 눈 너의 품속에 있네 있네"
41,AKMU - 그때 그 아이들은,"지친 지친을 꿈 계속 계속 걷다 보니
첫발 첫발 함께을 달려왔던
친구들 친구들 곁이 없다는 걸 걸
어느 어느 깨닫게 순간
함께 함께 성공 이뤄갈까 다시 보자 보자
지금쯤 지금쯤의 현실을을 겪고 있다면
그때완 그때완 웃음 다른 있으려나
그땐 그땐 영원 함께 것 것 만 같았지
어렸던 어렸던을 세상 내면
비탈지던 비탈지던 좁은 저 흩어져
화려하고 화려하고했던 순수
너 너 너 두의에 넘쳐 넘쳐 흘렀던 그 한 움큼은 움큼은
꼭 꼭 살아가길
나 나 나 시작로 거 야 야 하늘을 날아 보자 보자
지금쯤 지금쯤 막힌 턱 턱에 날개를 숨긴 숨긴
그때 그때 아이들 그 그 우리의 꿈이이
그땐 그땐 영원 함께 것 것 만 같았지
어렸던 어렸던을 세상 내면
비탈지던 비탈지던 좁은 저 흩어져
화려하고 화려하고했던 순수
너 너 너 두의에 넘쳐 넘쳐 흘렀던 그 그 한 움큼과과
그 그 손 두 두기도했던 시간이이
이루어질 이루어질 있도록
그땐 그땐 이룰 함께 라 라 고 믿었지
작은 작은 발로 손과를 잡고 잡고
뛰던 뛰던 다였던 세상이 어린 어린 시절의
간절 간절 행복하고 꿈
너 너 너 두의에 넘쳐 넘쳐 흘렀던 그 한 움큼은 움큼은
꼭 꼭 살아가길
서투른 서투른 걸음 삶 상처 상처를 입고
새로운 새로운에 만남 낯설어도
훗날 훗날 이뤄 모두거야
내 내 알던가 그 그 아이들은"
42,정키 - 홀로,"아침 아침 눈에 떴 떴을 때
텅 텅 방안 빈 나 홀로 홀로
니 니 거닐면서
많은 많은에 생각들
지워질 지워질없는 수
돌이킬 돌이킬없는 수
헤어 헤어 수 날 나와
멀어져 멀어져가는 만를를 바라 봐
누군 누군 한가처럼 언젠가 언젠가
만날 만날 라 거
우린 우린 거 헤어진
집 집 오는에을 홀로 홀로
텅 텅 방 빈에 홀로 홀로
너와 너와 기억의 홀로
나 나 무뎌질 홀로
안고 안고 속 추억 살아 홀로 홀로
방안 방안 깨면에서 늘
있던 있던 없어 니가
나 나
그 그를 때하니하니 너와
내 내 우리가 말로
함께 함께 수 할
그 그의 날을
잠시 잠시 두 맞잡았던
차마 차마 수 놀 붙잡았던
우리 우리해도
그립고 그립고 그저
바라 바라 봐야 만
누군 누군 한가처럼 언젠가 언젠가
만날 만날 라 거 우린
헤어진 헤어진 야
집 집 오는에을 홀로 홀로
텅 텅 방 빈에 홀로 홀로
너와 너와 기억의 홀로
나 나 무뎌질 홀로
안고 안고 속 추억 살아 홀로 홀로
방안 방안 깨면에서
늘 늘 니가 있던
익숙해지겠지 익숙해지겠지 홀로
지난 지난이 시간들
힘든 힘든 내 건지 만을을
기다린 기다린
다른 다른 갈 누군
내 내 바란 모습
그저 그저 사랑 날 날 고 말 해 줘 줘
집 집 오는에을 홀로 홀로
텅 텅 방 빈에 홀로 홀로
너와 너와 기억의 홀로
나 나 무뎌질 홀로 안고 살아 살아
보고보고 매일 싶어 그리며 살아 살아
다시 다시한다 아파
내 내 손 게
그저 그저 사랑 날 날 고 말 해 줘 줘
이제 이제 이상 더
그 그처럼 날 날
만나서 만나서
그 그 그 날 다시 돌아와 돌아와
나 나 만 하나
사랑 사랑 고한다했던
그 그의 때로 돌아갈래 돌아갈래
텅 텅 방 빈에 홀로 홀로
너와 너와 기억의 홀로
나 나 무뎌질 홀로
안고 안고 속 추억 살아 홀로 홀로
방안 방안 깨면에서 늘
있던 있던 없어 니가
나 나"
43,옥상달빛 - 빨주노초파남보,"아침 아침 깨워주는
나무 나무의 위과
솜털 솜털 부드러운
하늘 하늘 구름 위
노란 노란을 달 저 저 깊은 강도
여린 여린을 빛 빛내는 저 별들까지까지

한그루 한그루 나무가의
큰산이 큰산이까지
어린 어린이
저 저 바다 큰 헤엄 헤엄 칠때까지
다섯 다섯 인 살 아이도
그 그에 아이까지도도
이세상 이세상 아름답다이 수 있도록 있도록
내 내 그들가가 지켜 줘야한다는 것을을
우리 우리 그들가가 지켜 줘야하는 것을을
내 내 그들가가 지켜 줘야한다는 것을을
우리 우리 그들가가 지켜 줘야하는 것을을"
44,정은지 - 하늘바라기,"꽃 꽃 내 잎이을 흔들고 흔들고
꽃 꽃 내 잎이을 적시고 적시고
아름다운 아름다운
푸른 푸른 만
바라 바라
꼬마야 꼬마야
슬픔 슬픔 혼자을 살지는 마 마
아빠야 아빠야를 어디
당신 당신 마음의 살 살 수 있을까
가장 가장 별이 큰 우리 동네 동네
따뜻한 따뜻한 꽃 햇살 피는 피는 봄에
그 그 그 위로 댈 요 그 그 댈 사랑 해 요 요
그대만 그대만 노래의
뚜루뚜 뚜루뚜 두두두
뚜루뚜 뚜루뚜 두두두
뚜루뚜 뚜루뚜 두두두
하늘 하늘 하늘 바라기 멍하니
가장 가장 하늘 큰 있잖아
그대가 그대가 하늘 내
후회 후회 삶들
가난 가난 추억
난 난했다
아빠야 아빠야
빗속 빗속 걸어도을 감사 하니깐 하니깐
아빠야 아빠야를 어디
당신 당신 마음의 살 살 수 있을까
가장 가장 별이 큰 우리 동네 동네
따뜻한 따뜻한 꽃 햇살 피는 피는 봄에
그 그 그 위로 댈 요 그 그 댈 사랑 해 요 요
그대만 그대만 노래의
따뜻한 따뜻한이 바람 봄 내음 내음
그대 그대이와을을 함께 걷네
아련한 아련한 맘 내 내 겨우 닿는 곳에에
익숙한 익숙한 뒤 골목 숨어 있다가 있다가
그대 그대 만 오기 만
기다린 기다린가 그때 떠올라
가장 가장 별이 큰 우리 동네 동네
따뜻한 따뜻한 꽃 햇살 피는 피는 봄에
그 그 그 위로 댈 요 그 그 댈 사랑 해 요 요
그대만 그대만 노래의
뚜루뚜 뚜루뚜 두두두
뚜루뚜 뚜루뚜 두두두
뚜루뚜 뚜루뚜 두두두
하늘 하늘 하늘 바라기 멍하니"
45,제이레빗 - 내일을 묻는다,"시간 시간 맴돌아
그 그 적 어릴 곳에에
익숙한 익숙한 작은 목소리가
소소 소소 발걸음 한 부르던 부르던 콧 노래

아무도 아무도
비밀 비밀 문의 들어가
마음 마음 소망 가득 담아
행복 행복 미소 한
몰래 몰래도 눈물
오늘 오늘 노래이 부른다
아득한 아득한을 시간
모든 모든 선명 게 않더라도
소중 소중 추억했던
기억들 기억들 지워을
나 나 지난의
또 또 내일 다른 묻는다

아무도 아무도
비밀 비밀 문의 들어가
마음 마음 소망 가득 담아
행복 행복 미소 한
몰래 몰래도 눈물
오늘 오늘 노래이 부른다
아득한 아득한을 시간
모든 모든 선명 게 않더라도
소중 소중 추억했던
기억들 기억들 지워을
나 나 지난의
또 또 내일 다른 묻는다

모든 모든 선명 게 않더라도
소중 소중 추억했던
기억들 기억들 지워을
나 나 지난의
또 또 내일 다른 묻는다"
46,요조 - 우리는 선처럼 가만히 누워,"우리 우리 선는 가만히 누워 누워
닿지 닿지 천장 않는 않는 손을 뻗어 보았지 보았지
별을 별을 별을 진짜으로
딸 딸 있으면 수 데
그럼 그럼 그럼의 너에 한 한 쪽 만 무릎 꿇고 꿇고
저 저 먼 멀고의 끝 끝
빛나는 빛나는 별
너 너 줄게
다녀올게
말 말 수 할 데
우리 우리 선는 가만히 누워 누워
볼 볼없는 수을 보려 보려
눈 눈 감아을
어딘가 어딘가 영원 정말로
정류장 정류장 있으면이 데
그럼 그럼가 뭔 뭔 들어있는 배낭과과
시들지 시들지 장미 않는 않는 한 송이를 들고 들고
우리 우리까지
함께 함께 고
말 말 수 할 데
우리 우리 선는 가만히 누워 누워
우리 우리 선는 가만히 누워 누워
우리 우리 선는 가만히 누워 누워
우리 우리 선는 가만히 누워 누워
우리 우리 선는 가만히 누워 누워
우리 우리 선는 가만히 누워 누워
우리 우리 선는 가만히 누워 누워
우리 우리 선는 가만히 누워 누워"
47,"박지윤 - 봄, 여름 그 사이","빛 빛 빛 나무 사이
빛 빛 빛 구름 소리
빛 빛 소리 바람 나뭇가지는는
흔들흔들거리네
아스팔트 아스팔트에 위
꼬물꼬물 꼬물꼬물
봄 봄 그 여름에
너 너 나와 사랑 얘기 얘기
빛 빛 빛 사랑을을 감아 요
빛 빛 빛 기억을을 쉬어 요
빗 빗 소리 방울 우리 우리 사랑도
희미 희미 내리네
뿌옇게 뿌옇게 가로등 번지는 아래
눈물 눈물 차오르네
시간 시간 다은
다 다 지워진다
빗 빗 소리 방울 우리 우리 사랑도
희미 희미 내리네
뿌옇게 뿌옇게 가로등 번지는 아래
눈물 눈물 차오르네
시간 시간 다은
다 다 지워진다
난 난 참 니가 플꺼야
봄 봄 봄 여름는 안녕 안녕"
