Songs_title,lyrics,Unnamed: 0.1,link,duble_check
유재하 - 사랑하기 때문에,"처음 느낀 그대 눈빛은
혼자만의 오해였던가요
해맑은 미소로 나를
바보로 만들었소
내곁을 떠나가던 날
가슴에 품었던 분홍빛의
수많은 추억들이
푸르게 바래졌소
어제는 떠난 그대를
잊지 못하는 내가 미웠죠
하지만 이제 깨달아요
그대만의 나였음을
다시 돌아온 그대 위해
내 모든 것 드릴테요
우리 이대로 영원히
헤어지지 않으리
나 오직 그대만을
사랑하기 때문에
커다란 그대를 향해
작아져만 가는 나이기에
그 무슨 뜻이라해도
조용히 따르리오
어제는 지난 추억을
잊지 못하는 내가 미웠죠
하지만 이제 깨달아요
그대만의 나였음을
다시 돌아온 그대 위해
내 모든 것 드릴테요
우리 이대로 영원히
헤어지지 않으리
나 오직 그대만을
사랑하기 때문에
사랑하기 때문에",,,
마지막 토스트 - 불확실성에 기대어,"삐걱대는 침대 모퉁이
나는 잠에서 막 깨어나
불안해 보이는 네 머리를 쓰다듬어
미래를 얘기해보지만
뾰족한 답은 없고
무슨 할 말이 있는 걸까
나는 조금 불안해져
아무렇게나 구겨 놓은
셔츠를 걸치고
졸린 하루 모니터 속
그래 인생은 거기 있지
지쳤다고 말을 했지 위로하는
대답은 없지만
그것뿐이지 그래 그렇지 그래
인생은 거기 있지
나는 과거를 사는 사람
너는 미래를 얘기할 때
그런 불확실함에 기대
우린 방황하고 있었네
무딘 창문을 열었어 찬 공기가
밀려들어
그제야 막힌 숨을 토해내듯
너는 말했지
우린 어디로 가는 걸까 무얼
꿈꾸고 있는 걸까
나는 말문이 막혀서
아무 말도 할 수 없었네
나는 과거를 사는 사람 너는
미래를 얘기할 때
그런 불확실함에 기대 우린
방황하고 있었네
나는 과거를 사는 사람 너는
미래를 얘기할 때
그런 불확실함에 기대 우린
방황하고 있었네
나는 과거를 사는 사람 너는
미래를 얘기할 때
그런 불확실함에 기대 우린
방황하고",,,
패닉 - 기다리다,"널 기다리다 혼자 생각했어

떠나간 넌 지금 너무 아파

다시 내게로 돌아올 길 위에 울고 있다고

널 바라보다 문득 생각했어

어느날 하늘이 밝아지면

마치 떠났던 날처럼 가만히 너는 내게 오겠지

내 앞에 있는 너

네가 다시 나를 볼 순 없을까

너의 두 눈 속에 나는 없고

익숙해진 손짓과 앙금같은 미소만

희미하게 남아서 나를 울게 하지만

너는 다시 내게 돌아올거야

너의 맘이 다시 날 부르면

주저말고 돌아와 네 눈앞의 내 안으로

예전처럼 널 안아줄테니



널 바라보다 문득 생각했어

어느날 하늘이 밝아지면

마치 떠났던 날처럼 가만히 너는 내게 오겠지

내 앞에 있는 너

네가 다시 나를 볼 순 없을까

너의 두 눈 속에 나는 없고

익숙해진 손짓과 앙금같은 미소만

희미하게 남아서 나를 울게 하지만

너는 다시 내게 돌아올거야

너의 맘이 다시 날 부르면

주저말고 돌아와 네 눈앞의 내 안으로

예전처럼 널 안아줄테니",,,
아이유 - 이런 엔딩,"안녕 오랜만이야
물음표 없이 참 너다운 목소리
정해진 규칙처럼
추운 문가에 늘 똑같은 네 자리
제대로 잘 먹어 다 지나가니까
예전처럼 잠도 잘 자게 될 거야
진심으로 빌게
너는 더 행복할 자격이 있어
그런 말은 하지 마 제발
그 말이 더 아픈 거 알잖아
사랑해줄 거라며 다 뭐야
어떤 맘을 준 건지 너는 모를 거야
외로웠던 만큼
너를 너보다 사랑해줄 사람
꼭 만났으면 해
내가 아니라서 미안해
주는 게 쉽지가 않아
그런 말은 하지 마 제발
그 말이 더 아픈 거 알잖아
사랑해줄 거라며 다 뭐야
어떤 맘을 준 건지 끝내 모를
솔직히 말해줄래 제발
너라면 다 믿는 거 알잖아
네 말대로 언젠가 나도
나 같은 누군가에게
사랑 받게 될까",,,
"양희은, 김창기 - 엄마가 딸에게","난 잠시 눈을 붙인 줄만 알았는데
벌써 늙어 있었고
넌 항상 어린 아이일 줄만 알았는데
벌써 어른이 다 되었고
난 삶에 대해 아직도 잘 모르기에
너에게 해줄 말이 없지만
네가 좀 더 행복해지기를
원하는 마음에
내 가슴 속을 뒤져 할 말을 찾지
공부해라
아냐 그건 너무 교과서야
성실해라
나도 그러지 못했잖아
사랑해라
아냐 그건 너무 어려워
너의 삶을 살아라
난 한참 세상 살았는 줄만 알았는데
아직 열다섯이고
난 항상 예쁜 딸로 머물고 싶었지만
이미 미운 털이 박혔고
난 삶에 대해 아직도 잘 모르기에
알고픈 일들 정말 많지만
엄만 또 늘 같은 말만 되풀이하며
내 마음의 문을 더 굳게 닫지
공부해라
그게 중요한 건 나도 알아
성실해라
나도 애쓰고 있잖아요
사랑해라
더는 상처받고 싶지 않아
나의 삶을 살게 해줘
왜 엄만 내 마음도 모른 채
매일 똑같은 잔소리로
또 자꾸만 보채
난 지금 차가운 새장 속에 갇혀
살아갈 새처럼 답답해
원망하려는 말만 계속해
제발 나를 내버려두라고
왜 애처럼 보냐고
내 얘길 들어보라고
나도 마음이 많이 아퍼
힘들어하고 있다고
아무리 노력해봐도
난 엄마의 눈엔 그저
철없는 딸인 거냐고
나를 혼자 있게 놔둬
공부해라
아냐 그건 너무 교과서야
성실해라
나도 그러지 못했잖아
사랑해라
아냐 그건 너무 어려워
너의 삶을 살아라
내가 좀 더 좋은 엄마가
되지 못했던 걸
용서해줄 수 있겠니
넌 나보다는 좋은 엄마가
되겠다고 약속해주겠니
랄 라랄 라랄 라랄
엄마 나를 좀 믿어줘요
어려운 말이 아닌
따스한 손을 내밀어줘요
날 걱정해주는 엄마의 말들이
무겁게 느껴지고
세상을 살아가는 게
무섭게 느껴져
왜 몰래 눈물을 훔쳐요
조용히 가슴을 쳐요
엄마의 걱정보다
난 더 잘 해낼 수 있어요
그 무엇을 해내든
언제나 난 엄마의 딸로
다 버텨내고 살아갈 테니
걱정하지 마요
말하지 않아도 난 알고 있다고
엄만 그 누구보다
나를 사랑한단 걸
그래서 난 자신 있게 말할 수 있어
엄마처럼 좋은 엄마 되는 게
내 꿈이란 거
말하지 않아도 다 알고 있다고
엄만 그 누구보다
나를 사랑한단 걸
그래서 난 자신 있게 말할 수 있어
엄마를 행복하게 해주는 게
바로 내 꿈이란 거",,,
안녕하신가영 - 좋아하는 마음,"누구나 다 하고 있는
일반적인 그것을
너에게 말할 때
특별하던 모든 것들이
익숙한 것들이
되어 버리진 않을까
평범한 내가 너를
생각하는 이 마음이
특별해졌을 때
당연하던 모든 것들이
너에게로 가서는
하나의 의미가 돼
좋아해
좋아한다는 말보다
좋아하는 마음 먼저
생각한다는 말보다
네가 먼저 생각이 나
보고 싶다는 말보다
우연히 너를 보여줘
그때 반갑단 말보다
좋아하는 마음 먼저 생각해 줘
알 것 같은 마음과
알 수 없는 떨림이
나에게로 다가와
하나의 의미가 돼
좋아해
좋아한다는 말보다
좋아하는 마음 먼저
생각한다는 말보다
네가 먼저 생각이 나
보고 싶다는 말보다
우연히 너를 보여줘
그때 반갑단 말보다
좋아하는 마음 먼저
좋아한다고 또 말하면
꼭 가벼운 진심 같아
그래서 말을 또 아끼면
괜히 달아나 버릴까
어렴풋한 마음들이
꼭 너를 닮아서
어리숙해진 우리가
둘이 되는 꿈을 꿔
그래서 말을 또 아끼면
괜히 달아나 버릴까
어렴풋한 마음들이
꼭 너를 닮아서
어리숙해진 우리가
둘이 되는 꿈을 꿔
좋아한다는 말보다
좋아하는 마음 먼저",,,
FTISLAND - 소녀를 만나다,"어릴적 뛰놀던 그곳에 넌 있었지
하얀 얼굴 수줍던 어린 소녀가
시간의 밀려온 내 기억 저편에서
아직도 날 웃으며 부르네
다시 그때로 가면
우리 만날 수 있을 것 같아
가만히 눈을 감고 회색 기억에 사는
그 소녈 불러보지만
그려봐도 만질 수도 없는 사랑아
소리쳐도 들을 수도 없는 사랑아
내 가슴에 숨어사는 아름다운 소녀야
잊지 못할 나의 첫사랑

눈부신 소녀는 미소를 지은채로
창가에서 날 바라보고 있지만
어느덧 커버린 작은 꼬마아이는
이젠 다시 그곳에는 없어
한번쯤은 나를 또
찾아 줄 것만 같은 생각에
추억에 기대선채
그 소녀의 이름을 부르며
눈을 감지만
그려봐도 만질 수도 없는 사랑아
소리쳐도 들을 수도 없는 사랑아
내 가슴에 숨어사는 아름다운 소녀야
잊지 못할 나의 첫 사랑
내 머릿속에 갇혀 버린 채
지울수도 없는 그 소녀는
빛바랜 거리에선 널 여전히
키 작은 소년을 만나
사랑하고 사랑하는데
뻗어봐도 잡을수도 없는 사랑아
다가서면 자꾸 멀어지는 나의 사랑아
외치며 불러보지만 대답없는 소녀는
영원토록 지울 수 없는 내 첫사랑이죠",,,
보아 - 천국과 지옥 사이,"차라리 미워하자
너를 안을수록 난 아파
아침이면 전부 잊고
또 너를 찾겠지만
차라리 미뤄두자
못쓰게 돼 버린 사랑
어떻게든 시간이란
또 우릴 흐를 테니
미안해 아직
너를 생각해서 사랑해서
널 결국엔 완전히
놓지도 못할 나라서
단 하루만 더 사랑하자
또 거짓말만
너를 또 보면
다 잊고서 또 웃으면서
사랑해 버리는 나를
단 하루라도 잊어보자
못 지킬 말만 너를 못 보면
아프면서 또 울면서
다짐만 하는 나
너를 두고 오가는
천국과 지옥 사이
잊으려 해볼수록
다가온 니가 참 밉다
닿을 수도 안 볼 수도
없을 그 거리라서
웃을게
니가 다만 모르도록 내 마음을
나 결국엔 이 마음
주지도 못 할 거라서
단 하루만 더 사랑하자
또 거짓말만
너를 또 보면
다 잊고서 또 웃으면서
사랑해 버리는 나를
단 하루라도 잊어보자
못 지킬 말만 너를 못 보면
아프면서 또 울면서
다짐만 하는 나
너를 두고 오가는
천국과 지옥 사이",,,
프롬 - 서로의 조각,"마주 잡은 손을 기억해
나의 의미는 너에게만 있어
바라보는 눈빛 그 아래
너의 의미는 나에게만 있어
너의 모든 것은 다 나에게로 와
까만 오늘의 닿은 의미가 돼
너의 모든 것은 다 나에게로 와
빈 어딘가의 한 조각이 되어
우리만의 성을 지을래
슬픈 눈물은 다 마실게
날 위한 창을 내줄래
매일 문을 나서는
그댈 바라보게
방안 가득 널 위한 노래
나의 의미는 너에게만 있어
오고 가는 수많은 표정 속에
너의 의미는 나에게만 있어
우연뿐인 매일매일에
널 위해 추는 춤
그리워질 내일 내일에
널 위해 그리는 꿈
너의 모든 것은 다 나에게로 와
까만 오늘의 닿은 의미가 돼
너의 모든 것은 다 나에게로 와
빈 어딘가의 한 조각이 되어
우리만의 성을 지을래
슬픈 눈물은 다 마실게
날 위한 창을 내줄래
매일 문을 나서는
그댈 바라보게
마주 잡은 손을 기억해
나의 의미는 너에게만 있어
바라보는 눈빛 그 아래
너의 의미는 나에게만 있어
방안 가득 널 위한 노래
나의 의미는 너에게만 있어
오고 가는 수많은 표정 속에
너의 의미는 나에게만 있어",,,
서영은 - 좋아 좋아,"처음 널 만나는 날
노란 세송이 장미를 들고
룰루랄라 신촌을 향하는
내 가슴은 마냥 두근두근
생머리 휘날리며
나를 향해 손을 흔드는 너
머리에서 발끝까지
나를 사로잡네 이야에로
니가 좋아 너무 좋아
모든 걸 주고 싶어
너에게만은 내 마음
난 꾸미고 싶지 않아
언제까지 언제까지 너와 함께
너와 함께 있을꺼야 예이예
룰루랄라 신촌을 누비는
내 마음은 마냥 이야에로
여보세요 나의 천사 어떻게
내 마음을 훔쳤나요
괜찮아요 나의 천사 가져간
내 마음을 고이 간직해줘요
니가 좋아 너무 좋아
모든 걸 주고 싶어
너에게만은 내 마음
난 꾸미고 싶지 않아
언제까지 언제까지 너와 함께
너와 함께 있을꺼야 예이예
니가 좋아 너무 좋아
모든 걸 주고 싶어
너에게만은 내 마음
난 꾸미고 싶지 않아
니가 좋아 너무 좋아
모든 걸 주고 싶어
니가 좋아 너무 좋아
모든 걸 주고 싶어
니가 좋아",,,
유지희 - 누구보다 예쁘게,"눈을 뜨면 떠오르는 사람이고
잠들기 전 떠오르는 사람이고
사실은 뭘 해도
생각나는 사람이지
어딜 가도 쫓아오는 그 사람을
그래요 좋아하게 됐죠
나도 이런 나 싫지는 않네요
바보처럼 웃는 일이 많아지고
서운함에 토라짐이 많아지고
그 사람 앞이면
아이가 돼버리네요
투정 부리는 일이 많아져도
나를 좋아해줄래요
그거면 바랄게 없는데
우리 누구보다 예쁘게 만나요
세상사람들 질투 나도록
후회하지 않게
그대를 아껴줄게요
우리 서두르지는 말기로 해요
천천히 다가갈래요
그대란 사람을 더 많이
알고 싶어지네요
바보처럼 웃는 일이 많아지고
서운함에 토라짐이 많아지고
그 사람 앞이면
아이가 돼버리네요
투정 부리는 일이 많아져도
나를 좋아해줄래요
그거면 바랄게 없는데
우리 누구보다 예쁘게 만나요
세상사람들 질투 나도록
후회하지 않게
그대를 아껴줄게요
우리 서두르지는 말기로 해요
천천히 다가갈래요
그대란 사람을 더 많이
알고 싶어지네요",,,
타루 - 날씨 맑음,"우연히 마주치길 기대하기도 하면서
하루 종일 두근대는
맘으로 거리를 걸어봐

부서질 듯 햇살은 쏟아지고
날아갈 듯 바람은 살랑거려
바람 타고 내 맘은 날아가
끝도 없이 저 파란 하늘위로
날씨만 너무 좋은 날
방안에만 있기엔 억울해
거울 속에 내 모습은 왠지
서글퍼 보여
우연히 마주치길 기대하기도 하면서
하루 종일 두근대는
맘으로 거리를 걸어봐

꿈을 꾸듯 별빛은 내려앉아
사랑하듯 포근히 감싸 안아
달빛이여 내 맘을 전해 줘
그리운 이름 그대 꿈 속에서
날씨만 너무 좋은 날
아무 일도 없기엔 억울해
설레임에 치장한 내 모습
서글퍼 보여
이렇게 아름다운 날에
이처럼 어여쁜 나와
아름다운 가로수 길 함께 할 그댄
우연히 마주치길 기대하기도 했지만
하루 종일 설레이는
맘으로 거리를 걸어도",,,
허회경 - 김철수 씨 이야기,"사실 너도 똑같더라고
내 기쁨은 늘 질투가 되고
슬픔은 항상 약점이 돼
사실 너도 다를 게 없더라고
생각해 보면 난 친구보다
떠돌이 강아지를 더 사랑해
특별하다고 한 너는 사실 똑같더라고
특별함이 하나 둘 모이면
평범함이 되고
우두커니 서서
세상을 가만히 내려다보면
비극은 언제나
발 뻗고 잘 때쯤 찾아온단다
아아아아
슬퍼라
아아아아
사실 너도 똑같더라고
내 사랑은 늘 재앙이 되고
재앙은 항상 사랑이 돼
널 사랑할 용기는
아무리 찾아도 없더라고
겁쟁이는 작은 행복마저
두려운 법이라고
우두커니 서서
세상을 가만히 내려다보면
비극은 언제나
입꼬리를 올릴 때 찾아온단다
아아아아
슬퍼라
아아아아
내방의 벽은 늘 젖어있어서
기댈 수 없고
나의 이웃은
그저 운 좋은 멍청이들뿐이야
나의 바다는
사막으로 변해가기만 하고
나는 앞으로 걸어가도 뒤로 넘어지네
아아아아
슬퍼라
아아아아
슬퍼라",,,
김필선 - 마마,"마마 왜 내 심장은 가짜야
나는 왜 찢겨도 붉은 피
하나 나지 않는 가짜야
다들 물어본다고요
너도 겨울을 아냐고
마른 가지 같은 손가락이
왜 슬픈 줄 아냐고
그럼 당연히 알지 왜 몰라
그 잔가지 위에 업힌 나의 생
그럼 당연히 알지 왜 몰라
그 잔가지 위에 업힌 나의 생
마마 왜 내 목소린 차갑지
나는 왜 녹슨 겨울을
노래하며 살아야 하는지
다들 물어본다고요
너도 여름을 아냐고
살아있는 언어의 온도가
뜨거운 줄 아냐고
그럼 당연히 알지 왜 몰라
그 잔가지 위에 업힌 나의 생
그럼 당연히 알지 왜 몰라
그 잔가지 위에 업힌 나의 생
내게 심장을 주겠니
네 언어를 느끼고 싶은데
네 눈에 흐르는 별들을 보며
예쁘다고 해주고 싶은데
나는 왜
나는 왜
나는 왜
나는 왜",,,
겸 - 운명론,"너의 젊음이 지나갈 때
찬란하게 빛날 순간들을 보며
그림자처럼 커진 내 사랑을
여기 남겨놓고 난 떠날게
넌 내게 빛이었기에
가려진 마음을 꼭 슬프다 생각하진 않아
난 멀리 떠날게
우리의 안녕은 아름답고 아름다울 거야
너의 눈빛에 가득 담긴
이유 모를 슬픔을 난 사랑해 그리워해
나도 슬픔을 앓다 보면
네가 보는 세상이 보일까
우리는 서로 다른 세상에서 음 음
결국 만나지 못했고
어제의 장면들을 써 내려가는 네겐
내 이름은 다신 없을 거야
나의 겨울이 너무 시려워
너를 데려올 자신이 없었던가
그런가 봐
나의 마음이 달아올라도
너의 겨울은 녹일 수가 없었나
그랬나 봐",,,
카더가든 - 아무렇지 않은 사람,"그대의 마음이
변하지 않을 거라는
믿음과
나 바라왔던 그
품 속과 사랑의 평온
그대는
왜 내게 줬나요
아무렇지 않은 사람이 될게요
아무런 일도 없던 것처럼
감은 눈을 뜨면 너무 아픈 마음도
담대히 버텨낼 수 있기를
우연의 시작을
믿을 수 있게 되었고 믿었죠
고맙지 않아요
홀로 서 모든 아픔을
견뎌내는 나인데
아무렇지 않은 사람이 될게요
아무런 일도 없던 것처럼
감은 눈을 뜨면 너무 아픈 마음도
담대히 버텨낼 수 있기를
그 많은 시간 속에서
나란히 서 있던 우리 모습은
다 뭔가요
기억 못 할 거면서
날 지워버릴 거면서
아무렇지 않은 사람 난 못돼요
아프고 원망스러우니까
아무렇지 않게 그대는 가셔요
절대로 돌아보지 말고서
다시는 열지 않으려
옛 시간을 거꾸로
돌려 봐요 마지막일 거예요
숨죽여 울던 어제도
우리 자욱이겠죠
너무나도 아름다워 슬퍼요",,,
호소 - 나를 좋아해주지 않아도 괜찮아,"모든 사람들이
나를 좋아해주길 바랬어
그저 그걸로 난 충분했어
그런 내 마음이
나를 더 아프게 한단 걸
언제쯤 난 알게 될까
아무 일도 아니야
아무 일도 아니야 그건
어떤 말로 또 나를 위로할까
아무것도 아니야
아무것도 아니야 그 말
오늘도 잠을 미룬다
모든 사람들이
나를 좋아해주길 바랬어
그런 내 마음이 욕심일까
툭 던진 말들에
내가 아파한 걸 모르게
괜찮다 날 다독였어
아무 일도 아니야
아무 일도 아니야 그건
어떤 말로 또 나를 위로할까
아무것도 아니야
아무것도 아니야 그 말
오늘 꼭 듣고 싶었어
나를 좋아해주지 않아도
나를 좋아해주지 않아도",,,
오존 (O3ohn) - Down,"넌 내 나쁜 점을 찾네 알아 알아 난
넌 내가 다르길 원해 알아 난 말야
못난 같은 점을 봤네 아냐 난 아냐
넌 네 다친 마음을 겁내고는 말아
넌 말야
지금 내 마음이
어디론가 사라질까봐
이런 내 마음속을
말해줄까 아마 넌 알까
난 네가 좀 쉬길 원해 맞아 너 말야
난 네 닫힌 마음을 열래
알아줘 알아줘
지금 네 모습이
어디선가 부서질까봐
그런 내 마음속을
알아줄까 그럴것같아
이런 내 바람이
어느샌가 전해질거야
그럼 넌 모든걸
말해줄까 그러길 바라",,,
데이먼스 이어 (Damons year) - Salty,"잊혀지는 건
당연하단 걸 알면서도
나의 마음속
어딘가 저리죠
그대 떠난 날 밤에
아무리 눈을 감아도
난 꿈속으로 도망갈 수 없었네
시간은 흘러 내 모습을 깎아내고
액자 속의 사진도 다 갉아 먹겠죠
원망은 없어요 그저 너무 슬퍼져서
아무 말도 하지 않고 잠겨지겠죠
지워지면 내가 잊혀지면
나는 어디론가 떠날 준비조차
하지 못한 채로 거릴 헤매겠죠
그대 뒤에 숨어 그림자를 이불 삼고
나는 피로를 풀고
난 그거면 돼요
지워지면 내가 잊혀지면
나는 어디론가 떠날 준비조차
하지 못한 채로 거릴 헤매겠죠
지워지면 내가 잊혀지면
나는 어디론가 떠날 준비조차
하지 못한 채로 거릴 헤매겠죠",,,
선우정아 - 남,"누구도 잘못한 건 없어
모르겠어 우린 최선을 다 했어
발버둥 쳐 사랑하기 위해 but
사실은 다 알고 있었지 no no
눈물도 소용없어요
우리는 여기까지야
이별이 이렇게 쉽네요
돌아서는 그 순간
남
사라지는 우리라는 말
사라지는 우리라는 말
사라지는 우리란 말
사라지는 우리
지워지는 우리
현실은 동화를 질투해
절대 쉽게 우릴 가만두지 않아
버틸 만큼 버틴 것 같은데
세상의 끝 한 걸음 앞에
우리를 기다리네
눈물도 소용없어요
우리는 여기까지야
이별이 이렇게 쉽네요
돌아서는 그 순간
남
사라지는 우리라는 말
아득한 네 체온 아득한 입맞춤
너는 꿈처럼 가네 기억 속으로 숨네
눈물도 소용없어요
우리는 여기까지야
사라지는 우리라는 말
사라지는 우리란 말
사라지는 우리
지워지는 우리",,,
우리같은사람들 - 그 많던 일기는 그저 글자가 되고,"잔잔한 나의 일상 속
바람이 불어 닿았죠
바람은 파도를 만들어
시도 때도 없이 일렁거리네
그대 내 맘을 유람하는 구경꾼이었나
비춰 보인 내 마음은 볼품이 없었나
빙빙 돌아 엉켜버린 실타랠 푸는데
얼마나 걸릴런지는 모르겠네요
낯설은 나의 모습 속
빼곡히 적은 일기는
의미 없는 글자가 되어
아픔으로 기억에 남게 했네
그대 내 맘을 유람하는 구경꾼이었나
비춰 보인 내 마음은 볼품이 없었나
빙빙 돌아 엉켜버린 실타랠 푸는데
얼마나 걸릴런지는 모르겠네요",,,
혁오(HYUKOH) - TOMBOY,"난 엄마가 늘 베푼 사랑에 어색해
그래서 그런 건가 늘 어렵다니까
잃기 두려웠던 욕심 속에도
작은 예쁨이 있지
난 지금 행복해 그래서 불안해
폭풍 전 바다는 늘 고요하니까
불이 붙어 빨리 타면 안 되잖아
나는 사랑을 응원해
젊은 우리 나이테는 잘 보이지 않고
찬란한 빛에 눈이 멀어 꺼져가는데
아아아아아
아아아아아
아아아아아아아
아아아아아
아아아아아
아아아아아아아아아
슬픈 어른은 늘 뒷걸음만 치고
미운 스물을 넘긴 넌 지루해 보여
불이 붙어 빨리 타면 안 되니까
우리 사랑을 응원해
젊은 우리 나이테는 잘 보이지 않고
찬란한 빛에 눈이 멀어 꺼져가는데
그래 그때 나는 잘 몰랐었어
우린 다른 점만 닮았고
철이 들어 먼저 떨어져 버린
너와 이젠 나도 닮았네
젊은 우리 나이테는 잘 보이지 않고
찬란한 빛에 눈이 멀어 꺼져가는데
아아아아아
아아아아아
아아아아아아아
아아아아아
아아아아아
아아아아아아아아아",,,
잔나비 - 꿈과 책과 힘과 벽,"해가 뜨고 다시 지는 것에
연연하였던 나의 작은방
텅 빈 마음 노랠 불러봤자
누군가에겐 소음일 테니
꼭 다문 입 그 새로 삐져나온
보잘것없는 나의 한숨에
나 들으라고 내쉰 숨이 더냐
아버지 내게 물으시고
제 발 저려 난 답할 수 없었네
우리는 우리는
어째서
어른이 된 걸까
하루하루가
참 무거운 짐이야
더는 못 갈 거야
꿈과 책과 힘과 벽 사이를
눈치 보기에 바쁜 나날들
소년이여 야망을 가져라
무책임한 격언 따위에
저 바다를 호령하는 거야
어처구니없던 나의 어린 꿈
가질 수 없음을 알게 되던 날
두드러기처럼 돋은 심술이
끝내 그 이름 더럽히고 말았네
우리는 우리는
어째서
어른이 된 걸까
하루하루가
참 무거운 짐이야
더는 못 간대두
멈춰 선 남겨진
날 보면
어떤 맘이 들까
하루하루가
참 무서운 밤인 걸
잘도 버티는 넌
하루하루가
참 무서운 밤인 걸
자고 나면 괜찮아질 거야
하루는 더 어른이 될 테니
무덤덤한 그 눈빛을 기억해
어릴 적 본 그들의 눈을
우린 조금씩 닮아야 할 거야",,,
선우정아 - 그러려니,"만나는 사람은 줄어들고
그리운 사람은 늘어간다
끊어진 연에 미련은 없더라도
그리운 마음은 막지 못해
잘 지내니
문득 떠오른 너에게
안부를 묻는다
잘 지내겠지
대답을 들을 수 없으니
쓸쓸히 음 음
그러려니
잘 지내니
문득 떠오른 너에게
안부를 묻는다
잘 지내겠지
대답을 들을 수 없으니
쓸쓸히 음 음
그러려니 그러려니
만나는 사람은 줄어들고
그리운 사람은 늘어간다
끊어진 연에 미련은 없더라도
그리운 마음은 막지 못해
만나는 사람은 줄어들고
그리운 사람은 늘어간다
끊어진 연에 미련은 없더라도
그리운 마음은
그리운 마음은",,,
김세정 - 꽃길 (Prod. By ZICO),"세상이란 게 제법 춥네요
당신의 안에서 살던 때 보다
모자람 없이 주신 사랑이
과분하다 느낄 때쯤
난 어른이 됐죠
한 송이 꽃을 피우려
작은 두 눈에
얼마나 많은 비가 내렸을까
Oh rewind
돌이킬수록 더 미안
포기 안 하려 포기해버린
젊고 아름다운 당신의 계절
여길 봐 예쁘게 피었으니까
바닥에 떨어지더라도
꽃길만 걷게 해줄게요
문득 쳐다본 그 입가에는
미소가 폈지만 주름이 졌죠
내게 인생을 선물해주고
사랑해란 말이
그리도 고마운가요
한 송이 꽃을 피우려
작은 두 눈에
얼마나 많은 비가 내렸을까
oh rewind
돌이킬수록 더 미안
포기 안 하려 포기해버린
젊고 아름다운 당신의 계절
여길 봐 예쁘게 피었으니까
바닥에 떨어지더라도
꽃길만 걷게 해줄게요
겨울이 와도 마음속에
봄 향기가 가득한 건
한결같이 시들지 않는
사랑 때문이죠
oh rewind
짧은 바람 같던 시간
날 품에 안고 흔들림 없는
화분이 되어준 당신의 세월
여길 봐 행복만 남았으니까
다 내려놓고 이 손잡아요
꽃길만 걷게 해줄게요",,,
방탄소년단 - 둘! 셋! (그래도 좋은 날이 더 많기를),"꽃길만 걷자
그런 말은 난 못해
좋은 것만 보자
그런 말도 난 못해
이제 좋은 일만 있을 거란 말
더는 아프지도 않을 거란 말
그런 말 난 못해
그런 거짓말 못해
너넨 아이돌이니까
안 들어도 구리겠네
너네 가사 맘에 안 들어
안 봐도 비디오네
너넨 힘 없으니 구린 짓
분명히 했을텐데
너네 하는 짓들 보니
조금 있음 망하겠네
Thank you so much
니들의 자격지심
덕분에 고딩 때도 못한 증명 해냈으니
박수 짝짝 그래 계속 쭉 해라 쭉
우린 우리끼리 행복할게
good yeah i’m good
괜찮아 자 하나 둘 셋 하면 잊어
슬픈 기억 모두 지워 내 손을 잡고 웃어
괜찮아 자 하나 둘 셋 하면 잊어
슬픈 기억 모두 지워
서로 손을 잡고 웃어
그래도 좋은 날이 앞으로 많기를
내 말을 믿는다면 하나 둘 셋
믿는다면 하나 둘 셋
그래도 좋은 날이 훨씬 더 많기를
내 말을 믿는다면 하나 둘 셋
믿는다면 하나 둘 셋
하나 둘 셋
하면 모든 것이 바뀌길
더 좋은 날을 위해
우리가 함께이기에
무대 뒤 그림자 속의 나 어둠 속의 나
아픔까지 다 보여주긴 싫었지만
나 아직 너무 서툴렀기에
웃게만 해주고 싶었는데
잘 하고 싶었는데
So thanks
이런 날 믿어줘서
이 눈물과 상처들을 감당해줘서
So thanks
나의 빛이 돼줘서
화양연화의 그 꽃이 돼줘서
괜찮아 자 하나 둘 셋 하면 잊어
슬픈 기억 모두 지워 내 손을 잡고 웃어
괜찮아 자 하나 둘 셋 하면 잊어
슬픈 기억 모두 지워
서로 손을 잡고 웃어
그래도 좋은 날이 앞으로 많기를
내 말을 믿는다면 하나 둘 셋
믿는다면 하나 둘 셋
그래도 좋은 날이 훨씬 더 많기를
내 말을 믿는다면 하나 둘 셋
믿는다면 하나 둘 셋
믿는다면 하나 둘 셋
믿는다면 하나 둘 셋
믿는다면 하나 둘 셋
믿는다면 둘 셋 say
괜찮아 자 하나 둘 셋 하면 잊어
슬픈 기억 모두 지워 내 손을 잡고 웃어
괜찮아 자 하나 둘 셋 하면 잊어
슬픈 기억 모두 지워
서로 손을 잡고 웃어
그래도 좋은 날이 앞으로 많기를
내 말을 믿는다면 하나 둘 셋
믿는다면 하나 둘 셋
그래도 좋은 날이 훨씬 더 많기를
내 말을 믿는다면 하나 둘 셋
믿는다면 하나 둘 셋
괜찮아 자 하나 둘 셋 하면 잊어
슬픈 기억 모두 지워 내 손을 잡고 웃어
괜찮아 자 하나 둘 셋 하면 잊어
슬픈 기억 모두 지워
서로 손을 잡고 웃어",,,
